,FirstName,LastName,College,Position,Age,Height,Weight,OverallRating,TraitDevelopment,ContractStatus,Motivation3,Motivation2,Motivation1,OriginalHitPowerRating,OriginalJumpingRating,AgilityRating,AccelerationRating,OriginalKickAccuracyRating,OriginalKickPowerRating,BreakSackRating,BlockSheddingRating,BCVisionRating,AwarenessRating,CatchInTrafficRating,CatchingRating,CarryingRating,BreakTackleRating,DeepRouteRunningRating,ConfidenceRating,ChangeOfDirectionRating,ImpactBlockingRating,HitPowerRating,Height,FinesseMovesRating,JukeMoveRating,InjuryRating,KickReturnRating,KickPowerRating,KickAccuracyRating,JumpingRating,MediumRouteRunningRating,ManCoverageRating,LongSnapRating,LeadBlockRating,PressRating,PowerMovesRating,RunBlockPowerRating,RunBlockFinesseRating,ReleaseRating,PursuitRating,SpeedRating,SpectacularCatchRating,ShortRouteRunningRating,RunBlockRating,StrengthRating,StiffArmRating,StaminaRating,SpinMoveRating,ThrowAccuracyRating,ThrowAccuracyMidRating,ThrowAccuracyDeepRating,TackleRating,ThrowUnderPressureRating,ThrowPowerRating,ThrowOnTheRunRating,ThrowAccuracyShortRating,ZoneCoverageRating,TruckingRating,ToughnessRating,PlayActionRating,PassBlockFinesseRating,PassBlockPowerRating,PassBlockRating,Player,IsVisible,ProDayThreeConeDrill,ProDayTwentyYardShuttle,ProDayVerticalJump,CombineTwentyYardShuttle,CombineVerticalJump,ProDayFortyYardDash,CombineFortyYardDash,CombineOverallGrade,CombineThreeConeDrill,ProDayBroadJump,InitialDraftRank,TrueOverallRanking,CombineBenchPress,ProDayBenchPress,ProductionGrade,CombineBroadJump
101,Bernard,Blizzard,Navy,HB,21,73,230,59,Normal,Draft,TeamPrestige,TeamHasFranchiseQB,HighestOffer,31,75,78,91,34,34,28,44,78,59,53,65,72,75,44,56,77,28,31,73,33,80,78,27,34,34,75,50,42,0,46,24,39,25,41,49,25,84,51,52,31,82,80,78,71,31,34,21,46,45,32,34,13,36,77,82,24,47,34,48,770,TRUE,0,0,0,0,0,0,0,0,0,0,351,364,0,0,6,0
169,Scottie,Fusaro,Utah State,LOLB,21,75,236,60,Normal,Draft,TeamHasFranchiseQB,WarmWeatherState,TeamPrestige,76,68,75,88,24,24,40,61,34,59,24,61,52,46,43,49,65,68,76,75,51,48,89,35,24,24,68,37,49,0,33,44,49,32,43,44,78,81,25,27,32,68,32,79,47,25,23,35,77,33,15,15,12,54,41,80,28,43,41,39,1207,TRUE,0,0,0,0,0,0,0,0,0,0,352,338,0,0,8,0
157,Cody,Douglas,Marshall,ROLB,22,77,259,57,Normal,Draft,CloseToHome,WarmWeatherState,MentoratPosition,64,67,71,85,34,26,29,64,36,64,36,37,51,41,29,40,66,62,64,77,54,28,87,42,26,34,67,40,27,0,45,29,64,41,43,50,74,76,35,48,44,73,42,92,40,37,15,20,68,37,28,27,32,45,46,78,27,45,41,25,1110,TRUE,0,0,0,0,0,0,0,0,0,0,353,436,0,0,23,0
237,Joey,Mason,Purdue,LT,22,76,333,61,Normal,Draft,BigMarket,TeamHasFranchiseQB,MentoratPosition,33,58,57,71,28,40,44,42,44,65,38,40,58,34,24,50,30,76,33,76,46,42,96,29,40,28,58,46,44,0,69,26,29,70,66,42,45,56,45,26,66,84,39,86,31,13,31,17,43,40,33,29,19,37,28,82,27,60,68,67,1693,TRUE,0,0,0,0,0,0,0,0,0,0,354,312,0,0,12,0
447,Larry,Stockton,Houston,QB,22,77,235,52,Normal,Draft,CloseToHome,WarmWeatherState,HighestOffer,30,51,64,83,46,46,55,44,50,45,28,27,58,65,34,49,63,33,30,77,32,51,85,43,46,46,51,25,43,0,37,38,31,43,39,47,46,76,38,46,47,69,54,94,51,22,65,71,38,64,92,66,74,43,60,79,69,34,35,40,3269,TRUE,0,0,0,0,0,0,0,0,0,0,355,449,0,0,57,0
315,Nelson,Parson,Utah State,RG,22,76,300,57,Normal,Draft,CloseToHome,WarmWeatherState,SchemeFit,31,68,61,72,40,35,33,35,36,51,29,48,58,30,42,40,36,78,31,76,37,39,92,35,35,40,68,25,44,0,78,29,31,62,64,40,27,64,31,27,69,82,35,82,45,18,13,35,44,40,12,22,18,24,40,80,28,64,61,62,2269,TRUE,0,0,0,0,0,0,0,0,0,0,356,427,0,0,7,0
146,Ron,Keyes,Oregon,RT,21,78,309,58,Normal,Draft,TeamHasFranchiseQB,HighestOffer,NoIncomeTax,37,58,66,71,25,48,35,40,44,57,36,25,51,42,24,40,34,75,37,78,45,44,95,43,48,25,58,36,47,0,71,28,30,64,66,39,32,63,48,41,68,85,29,82,39,16,17,28,45,24,15,36,27,41,24,78,41,66,62,68,1049,TRUE,0,0,0,0,0,0,0,0,0,0,357,390,0,0,26,0
163,Matt,McLaughlin,Oklahoma,MLB,22,75,229,56,Normal,Draft,NoIncomeTax,HeadCoachHistoricRecord,CloseToHome,72,77,77,89,36,34,38,62,28,60,47,50,53,28,27,40,71,77,72,75,56,44,80,42,34,36,77,36,59,0,33,37,49,36,34,39,73,86,42,41,41,64,27,78,24,21,21,36,70,29,14,35,25,58,30,80,39,32,29,38,1155,TRUE,0,0,0,0,0,0,0,0,0,0,358,441,0,0,20,0
162,Dravon,Cohen,Auburn,RE,21,77,285,59,Normal,Draft,ChampionshipContender,TeamHasFranchiseQB,MentoratPosition,83,69,53,78,31,40,31,67,32,57,45,47,56,42,31,47,60,63,83,77,52,46,90,39,40,31,69,42,41,0,30,41,67,28,40,39,73,65,40,33,46,85,31,90,45,30,26,26,70,37,13,26,14,16,35,86,34,38,43,42,1137,TRUE,0,0,0,0,0,0,0,0,0,0,359,380,0,0,47,0
195,Adonis,Terry,Maryland,LE,22,77,260,61,Normal,Draft,WarmWeatherState,NoIncomeTax,MentoratPosition,75,71,72,85,43,36,37,59,42,62,29,40,59,35,43,51,62,63,75,77,67,36,91,29,36,43,71,38,39,0,44,24,53,44,42,40,63,76,35,39,27,72,33,79,47,19,28,21,77,40,26,16,30,40,39,85,46,24,44,46,1350,TRUE,0,0,0,0,0,0,0,0,0,0,360,319,0,0,20,0
173,Delvin,Burnett,Arizona State,DT,22,77,303,59,Normal,Draft,CloseToHome,SchemeFit,MentoratPosition,67,68,58,83,41,44,24,58,37,57,39,29,52,38,24,51,55,61,67,77,68,33,82,36,44,41,68,26,33,0,26,25,60,24,36,40,78,70,48,48,44,82,24,87,37,27,34,31,76,30,28,24,21,19,47,84,31,39,36,47,1224,TRUE,0,0,0,0,0,0,0,0,0,0,361,368,0,0,5,0
154,Byron,Nealy,Boise State,ROLB,23,71,228,59,Normal,Draft,TeamHasFranchiseQB,BigMarket,HeadCoachHistoricRecord,67,70,79,87,41,38,36,57,38,57,46,56,52,25,43,45,71,65,67,71,60,46,98,38,38,41,70,25,55,0,37,38,45,37,37,46,67,86,34,48,45,67,36,82,36,34,34,16,75,48,37,22,27,60,27,84,35,36,47,37,1102,TRUE,0,0,0,0,0,0,0,0,0,0,362,361,0,0,9,0
229,Alani,Kendricks,Iowa,RT,23,80,324,60,Normal,Draft,MentoratPosition,BigMarket,SchemeFit,31,57,59,63,28,38,33,43,24,60,25,33,50,31,44,47,37,71,31,80,41,35,95,40,38,28,57,36,29,0,77,45,42,69,65,41,27,57,43,34,65,86,37,92,34,37,28,19,25,25,37,16,30,24,32,85,33,57,70,63,1587,TRUE,0,0,0,0,0,0,0,0,0,0,363,345,0,0,13,0
69,C.J.,Wayne,Washington,DT,24,74,302,60,Normal,Draft,ChampionshipContender,TeamHasFranchiseQB,MentoratPosition,72,66,60,82,24,48,48,67,29,57,35,43,59,35,26,52,57,66,72,74,61,38,87,44,48,24,66,27,25,0,48,31,55,24,24,48,74,69,24,48,28,84,46,91,32,21,28,16,69,39,12,10,37,29,37,82,41,35,24,37,518,TRUE,0,0,0,0,0,0,0,0,0,0,364,330,0,0,25,0
133,Randy,Forney,Washington,RE,22,76,252,58,Normal,Draft,TeamPrestige,SchemeFit,HeadCoachHistoricRecord,71,77,69,81,24,24,48,59,31,57,25,35,56,44,35,44,66,65,71,76,63,42,95,29,24,24,77,39,47,0,46,43,51,28,24,44,72,74,37,45,45,80,26,83,42,25,13,35,73,44,24,17,27,42,31,78,41,26,35,31,938,TRUE,0,0,0,0,0,0,0,0,0,0,365,405,0,0,28,0
292,Ethan,Kowalski,Louisville,C,23,73,294,56,Normal,Draft,BigMarket,MentoratPosition,NoIncomeTax,35,62,73,74,44,39,40,42,32,57,31,43,54,38,42,51,40,71,35,73,32,40,98,41,39,44,62,35,31,0,79,43,25,60,64,41,47,72,31,45,67,82,29,93,33,32,24,19,47,24,12,14,23,41,34,84,41,67,63,60,2037,TRUE,0,0,0,0,0,0,0,0,0,0,366,442,0,0,16,0
376,Anthony,Nolan,Rutgers,MLB,22,72,230,59,Normal,Draft,WarmWeatherState,BigMarket,TeamPrestige,76,76,78,91,31,30,24,60,36,58,24,52,52,46,29,44,72,72,76,72,55,24,86,38,30,31,76,27,59,0,47,30,56,48,41,48,75,85,40,40,48,68,40,92,31,13,26,34,70,46,18,36,33,64,33,80,44,37,24,40,2725,TRUE,0,0,0,0,0,0,0,0,0,0,367,369,0,0,17,0
212,Trent,Hyde,N.C. State,C,21,75,296,54,Normal,Draft,CloseToHome,WarmWeatherState,HeadCoachHistoricRecord,35,67,73,72,33,48,48,37,24,56,47,47,57,48,37,55,44,70,35,75,30,38,82,39,48,33,67,37,43,0,80,39,27,62,64,38,30,64,34,28,64,80,35,92,42,20,29,17,35,29,37,33,26,41,38,85,47,66,58,62,1451,TRUE,0,0,0,0,0,0,0,0,0,0,368,448,0,0,10,0
214,Carl,Campbell,Youngstown State,QB,22,78,243,56,Normal,Draft,HeadCoachHistoricRecord,SchemeFit,MentoratPosition,33,61,71,86,48,33,50,39,53,57,31,24,59,68,29,54,61,37,33,78,36,47,92,43,33,48,61,28,43,0,37,34,27,36,48,44,41,75,32,35,31,65,57,78,53,22,69,72,36,68,90,68,71,26,48,84,71,41,33,44,1470,TRUE,0,0,0,0,0,0,0,0,0,0,369,440,0,0,48,0
31,Darrell,Reese,Florida State,RT,22,78,307,57,Normal,Draft,TeamHasFranchiseQB,TeamPrestige,ChampionshipContender,43,60,68,74,44,39,42,43,47,60,33,43,51,47,30,47,42,75,43,78,26,29,82,34,39,44,60,29,31,0,71,43,38,61,64,38,38,64,24,37,62,83,47,93,32,19,14,35,43,47,22,22,23,44,38,79,25,66,58,63,263,TRUE,0,0,0,0,0,0,0,0,0,0,370,416,0,0,8,0
420,Greg,Webber,Purdue,LE,22,75,307,59,Normal,Draft,TeamPrestige,TeamHasFranchiseQB,BigMarket,83,67,55,82,32,37,24,64,24,48,48,26,56,24,38,46,58,63,83,75,56,48,97,38,37,32,67,25,33,0,41,38,66,39,25,46,76,63,46,31,45,87,36,82,28,25,22,13,74,29,18,13,33,23,45,80,24,28,48,29,3119,TRUE,0,0,0,0,0,0,0,0,0,0,371,374,0,0,48,0
446,Daniel,Goldstein,Clemson,QB,22,73,233,58,Normal,Draft,HighestOffer,TeamPrestige,BigMarket,48,65,82,86,24,43,67,41,58,63,28,24,51,50,41,47,73,27,48,73,29,50,82,35,43,24,65,28,42,0,29,24,30,29,38,49,40,79,33,43,46,57,50,83,56,10,70,78,46,75,83,78,71,44,52,85,64,38,44,42,3265,TRUE,0,0,0,0,0,0,0,0,0,0,372,388,0,0,64,0
323,Marquise,Collins,Oklahoma,LT,21,80,364,64,Superstar,Draft,SchemeFit,BigMarket,ChampionshipContender,39,56,52,72,46,26,25,32,47,58,24,42,53,46,34,40,48,88,39,80,29,43,80,45,26,46,56,48,40,0,74,30,48,76,65,48,37,57,37,36,74,94,24,79,39,32,14,15,34,24,38,27,29,40,24,82,24,58,63,61,2324,TRUE,0,0,0,0,0,0,0,0,0,0,373,244,0,0,80,0
102,Johnny,Bradley,UL Monroe,HB,23,71,234,60,Normal,Draft,HighestOffer,WarmWeatherState,TeamHasFranchiseQB,44,68,82,90,47,41,46,39,78,56,57,62,78,70,50,45,72,36,44,71,43,79,97,30,41,47,68,44,47,0,35,40,28,32,34,50,28,89,47,55,36,82,77,87,76,11,18,25,32,26,17,13,22,26,75,82,28,26,37,48,787,TRUE,0,0,0,0,0,0,0,0,0,0,374,340,0,0,29,0
252,Corey,Mullins,California,FS,23,69,201,64,Normal,Draft,BigMarket,ChampionshipContender,NoIncomeTax,60,82,82,90,38,38,31,53,50,60,28,65,47,25,32,46,83,55,60,69,40,66,87,58,38,38,82,28,54,0,43,56,28,33,43,39,73,86,44,39,32,62,30,78,55,25,16,21,58,44,30,21,32,72,36,79,30,43,31,32,1796,TRUE,0,0,0,0,0,0,0,0,0,0,375,243,0,0,51,0
291,Mack,Dailey,Washington,SS,22,73,212,62,Normal,Draft,ChampionshipContender,BigMarket,MentoratPosition,82,80,80,90,38,36,48,54,52,57,40,49,53,26,41,55,74,61,82,73,39,46,97,48,36,38,80,37,62,0,25,54,28,37,38,42,72,85,30,24,31,65,39,85,55,17,17,20,62,47,14,12,10,66,40,83,29,35,41,43,2030,TRUE,0,0,0,0,0,0,0,0,0,0,376,304,0,0,46,0
243,Brian,Elam,Eastern Michigan,MLB,23,75,230,61,Normal,Draft,CloseToHome,HeadCoachHistoricRecord,TeamHasFranchiseQB,84,68,82,88,47,40,41,59,43,66,34,51,57,26,26,42,74,66,84,75,54,37,87,35,40,47,68,25,57,0,28,29,54,37,28,45,75,85,31,39,28,67,24,87,31,31,27,10,72,42,37,36,17,64,43,83,48,28,35,25,1747,TRUE,0,0,0,0,0,0,0,0,0,0,377,316,0,0,21,0
219,Victor,Starks,Ohio State,CB,21,74,191,59,Normal,Draft,ChampionshipContender,MentoratPosition,BigMarket,67,84,83,91,32,36,31,48,60,48,30,51,63,34,35,47,88,54,67,74,40,64,95,65,36,32,84,33,61,0,38,59,42,29,40,47,68,87,47,44,37,57,39,84,64,16,13,30,57,34,29,20,32,58,41,79,29,47,46,45,1505,TRUE,0,0,0,0,0,0,0,0,0,0,378,356,0,0,41,0
126,Bradley,Monroe,Southern Miss,HB,23,71,214,60,Normal,Draft,WarmWeatherState,MentoratPosition,TeamHasFranchiseQB,29,68,89,84,35,27,29,34,78,56,50,66,72,70,41,40,82,42,29,71,43,76,92,93,27,35,68,52,37,0,39,47,24,32,35,52,25,89,51,57,27,59,67,93,77,32,18,37,27,46,23,30,34,34,60,79,43,36,25,53,906,TRUE,0,0,0,0,0,0,0,0,0,0,379,335,0,0,22,0
344,Gill,Jackson,Louisville,FB,21,72,249,67,Normal,Draft,WarmWeatherState,SchemeFit,TeamHasFranchiseQB,36,72,83,82,35,29,46,40,68,66,51,70,63,48,39,56,65,63,36,72,26,65,82,60,29,35,72,41,44,0,69,33,44,62,52,45,28,76,59,62,64,79,73,97,63,34,23,13,27,38,19,24,33,24,71,80,45,42,47,56,2487,TRUE,0,0,0,0,0,0,0,0,0,0,380,135,0,0,73,0
184,Dante,Spencer,Oregon,DT,23,74,301,59,Normal,Draft,BigMarket,SchemeFit,HighestOffer,63,60,59,78,28,26,37,64,48,58,24,27,59,39,31,50,62,68,63,74,66,39,91,46,26,28,60,33,27,0,28,43,52,35,27,48,77,58,36,29,41,81,32,80,33,22,11,23,78,25,33,24,16,27,46,83,36,39,24,44,1287,TRUE,0,0,0,0,0,0,0,0,0,0,381,354,0,0,10,0
304,Devontae,Lofton,Syracuse,LOLB,22,75,269,61,Normal,Draft,MentoratPosition,CloseToHome,HeadCoachHistoricRecord,67,76,74,81,35,48,35,67,36,60,36,32,57,41,27,53,60,60,67,75,55,25,93,39,48,35,76,44,31,0,40,43,73,26,29,38,72,74,41,24,27,76,46,87,43,34,16,16,74,38,20,35,34,48,32,80,47,35,35,34,2236,TRUE,0,0,0,0,0,0,0,0,0,0,382,328,0,0,6,0
167,Nate,White,Idaho State,CB,21,69,184,59,Normal,Draft,CloseToHome,ChampionshipContender,WarmWeatherState,63,81,87,91,28,35,24,54,57,54,41,58,62,35,35,50,82,45,63,69,47,60,78,71,35,28,81,30,58,0,26,59,31,46,28,48,64,88,25,40,42,56,36,97,65,17,27,18,62,43,27,19,22,56,39,84,39,27,42,44,1194,TRUE,0,0,0,0,0,0,0,0,0,0,383,353,0,0,45,0
75,Quentin,Davenport,Boise State,P,22,76,229,69,Normal,Draft,NoIncomeTax,TeamHasFranchiseQB,ChampionshipContender,38,49,59,76,69,92,40,40,27,57,25,45,53,42,35,48,53,41,38,76,39,28,87,28,92,69,49,35,32,0,27,47,24,28,28,47,25,63,47,32,48,34,47,88,38,16,22,23,25,34,11,31,27,33,34,83,35,32,26,38,571,TRUE,0,0,0,0,0,0,0,0,0,0,384,104,0,0,64,0
308,Pierre,Calloway,Florida State,DT,23,77,298,56,Normal,Draft,ChampionshipContender,MentoratPosition,NoIncomeTax,69,63,58,80,37,35,30,61,33,62,35,47,55,34,27,58,62,69,69,77,67,26,92,30,35,37,63,45,26,0,46,36,60,44,48,41,74,64,43,32,25,78,35,87,36,20,30,27,70,36,38,14,13,25,47,81,43,46,45,43,2255,TRUE,0,0,0,0,0,0,0,0,0,0,385,438,0,0,9,0
225,Sam,Barrett,Arizona State,RE,23,75,251,61,Normal,Draft,WarmWeatherState,CloseToHome,NoIncomeTax,71,72,72,85,27,42,41,64,48,59,31,29,55,27,43,42,64,61,71,75,67,28,82,40,42,27,72,46,44,0,37,35,56,36,32,48,62,80,48,26,35,81,48,81,35,18,26,15,73,43,34,13,18,41,45,83,29,24,40,26,1562,TRUE,0,0,0,0,0,0,0,0,0,0,386,320,0,0,7,0
226,Shawn,Peralta,Middle Tennessee State,TE,22,77,261,56,Normal,Draft,WarmWeatherState,MentoratPosition,HeadCoachHistoricRecord,39,58,81,80,44,41,41,42,65,46,68,76,60,51,51,56,75,55,39,77,28,67,81,48,41,44,58,58,34,0,46,38,24,51,61,65,28,76,73,67,53,69,64,98,50,31,25,14,46,34,33,35,34,43,61,79,37,60,51,58,1564,TRUE,0,0,0,0,0,0,0,0,0,0,387,443,0,0,6,0
79,LaMichael,Jackson,Ohio,LE,22,74,259,56,Normal,Draft,HeadCoachHistoricRecord,BigMarket,TeamPrestige,72,77,73,81,29,48,43,65,47,41,28,26,58,39,32,46,60,67,72,74,63,25,83,47,48,29,77,38,30,0,30,45,56,44,45,50,75,74,36,43,45,76,45,73,24,35,26,32,73,42,30,25,36,44,27,78,31,36,43,37,590,TRUE,0,0,0,0,0,0,0,0,0,0,388,446,0,0,27,0
63,Michael,Baker,Clemson,FB,23,74,253,67,Normal,Draft,HighestOffer,TeamPrestige,CloseToHome,24,74,84,81,45,45,48,45,73,62,54,62,69,59,46,41,71,65,24,74,38,58,89,58,45,45,74,38,34,0,77,32,29,62,53,42,33,75,64,57,63,76,74,82,57,16,16,29,31,41,14,34,23,38,66,81,45,43,47,63,501,TRUE,0,0,0,0,0,0,0,0,0,0,389,134,0,0,47,0
375,Jeremy,Jones,Alabama,WR,21,69,187,65,Normal,Draft,SchemeFit,ChampionshipContender,BigMarket,39,65,88,88,37,45,46,39,65,56,73,81,68,60,63,44,82,30,39,69,47,77,94,82,45,37,65,68,29,0,35,41,39,28,33,54,32,90,73,78,31,47,33,89,72,28,25,32,25,26,37,30,18,32,25,81,28,34,47,41,2724,TRUE,0,0,0,0,0,0,0,0,0,0,390,211,0,0,2,0
149,Kyle,Montgomery,Texas,LE,21,77,300,58,Normal,Draft,CloseToHome,MentoratPosition,WarmWeatherState,80,69,56,72,39,34,24,63,45,61,42,39,53,30,29,55,53,60,80,77,60,28,90,37,34,39,69,39,35,0,29,34,60,32,28,38,71,65,34,48,26,87,33,71,27,34,25,21,74,40,17,32,11,24,35,80,33,39,43,48,1061,TRUE,0,0,0,0,0,0,0,0,0,0,391,408,0,0,47,0
161,Mitch,Cooper,Mount Union,K,21,68,187,69,Star,Draft,CloseToHome,BigMarket,ChampionshipContender,30,57,65,81,77,88,36,44,48,56,47,39,51,36,44,44,47,37,30,68,48,28,79,34,88,77,57,33,43,0,24,25,37,48,45,39,31,75,37,35,44,27,48,94,43,32,25,24,42,42,28,24,35,34,36,79,48,46,42,44,1135,TRUE,0,0,0,0,0,0,0,0,0,0,392,111,0,0,59,0
234,Bruce,Heyward,Washington State,FB,22,74,235,69,Normal,Draft,ChampionshipContender,CloseToHome,TeamPrestige,40,76,80,82,48,29,34,39,68,68,58,65,70,59,48,46,75,63,40,74,43,56,96,64,29,48,76,40,46,0,78,39,33,62,53,47,42,81,65,59,56,77,71,97,66,25,37,18,24,41,19,24,21,47,77,84,28,45,44,59,1621,TRUE,0,0,0,0,0,0,0,0,0,0,393,108,0,0,50,0
425,Barry,Crayton,Michigan State,P,22,74,226,65,Normal,Draft,NoIncomeTax,WarmWeatherState,HeadCoachHistoricRecord,30,46,59,79,79,84,41,44,42,49,44,27,55,31,44,43,50,46,30,74,45,47,82,40,84,79,46,39,43,0,25,42,47,24,38,46,38,74,48,37,38,35,36,87,38,12,26,23,35,34,11,36,28,28,43,82,43,26,34,37,3145,TRUE,0,0,0,0,0,0,0,0,0,0,394,208,0,0,57,0
263,Eli,Watts,Boston College,WR,21,73,195,65,Normal,Draft,BigMarket,TeamPrestige,HighestOffer,29,71,87,89,42,45,35,30,71,63,73,80,65,64,59,59,82,34,29,73,38,77,87,87,45,42,71,70,40,0,44,46,25,42,24,55,30,89,74,75,34,43,44,91,74,29,36,37,38,32,27,20,16,29,33,82,43,25,45,37,1857,TRUE,0,0,0,0,0,0,0,0,0,0,395,216,0,0,9,0
368,Brian,Glenn,Montana,TE,21,77,265,57,Normal,Draft,SchemeFit,MentoratPosition,ChampionshipContender,46,65,77,82,36,38,36,38,66,42,75,80,65,57,54,41,60,55,46,77,26,66,84,48,38,36,65,58,35,0,47,44,44,61,54,60,32,76,72,63,54,72,61,97,53,34,26,17,24,31,15,12,27,26,63,81,32,62,62,54,2668,TRUE,0,0,0,0,0,0,0,0,0,0,396,432,0,0,11,0
176,Joseph,McGee,Michigan State,HB,22,72,211,57,Normal,Draft,WarmWeatherState,CloseToHome,BigMarket,48,69,85,84,28,41,24,44,74,55,51,58,72,65,44,44,82,24,48,72,40,77,92,83,41,28,69,54,28,0,28,31,37,28,37,57,32,88,52,51,39,59,71,80,77,25,29,15,41,48,29,26,17,48,60,79,28,45,42,48,1237,TRUE,0,0,0,0,0,0,0,0,0,0,397,420,0,0,11,0
382,Matthew,Capers,Rutgers,LT,22,77,303,59,Normal,Draft,NoIncomeTax,WarmWeatherState,BigMarket,47,59,66,77,32,48,43,37,47,55,26,38,57,39,40,58,41,68,47,77,41,43,84,28,48,32,59,48,33,0,78,46,30,61,69,44,42,69,41,32,66,87,36,84,34,14,30,13,41,30,20,36,30,27,25,79,32,66,58,65,2823,TRUE,0,0,0,0,0,0,0,0,0,0,398,376,0,0,20,0
398,Ralph,Lockbaum,Rutgers,K,22,71,183,71,Normal,Draft,TeamPrestige,BigMarket,HighestOffer,32,61,62,72,76,91,36,32,42,58,39,39,55,46,39,50,57,45,32,71,33,47,87,39,91,76,61,26,48,0,45,26,40,27,48,44,30,80,29,25,36,33,29,94,47,33,22,17,31,27,15,11,32,48,40,79,24,43,34,39,2935,TRUE,0,0,0,0,0,0,0,0,0,0,399,88,0,0,62,0
58,Kevin,Hackney,Iowa,P,22,77,214,66,Normal,Draft,NoIncomeTax,TeamPrestige,ChampionshipContender,42,57,57,72,81,84,43,40,43,48,39,27,56,38,29,41,44,32,42,77,41,32,89,36,84,81,57,31,32,0,46,41,25,41,32,42,24,75,26,34,37,39,32,91,47,34,28,26,25,48,30,34,36,33,25,79,33,46,47,38,454,TRUE,0,0,0,0,0,0,0,0,0,0,400,163,0,0,49,0
6,Cory,Boyle,Penn State,FB,21,72,245,70,Star,Draft,HeadCoachHistoricRecord,TeamPrestige,SchemeFit,47,70,82,85,47,42,26,33,62,63,52,68,66,58,50,48,79,62,47,72,25,61,95,37,42,47,70,46,26,0,78,36,35,65,57,45,42,80,64,63,68,77,68,88,65,27,18,35,36,35,25,11,29,43,79,83,38,31,40,69,60,TRUE,0,0,0,0,0,0,0,0,0,0,401,95,0,0,54,0
13,Logan,Pitts,TCU,LG,22,75,307,61,Normal,Draft,TeamHasFranchiseQB,CloseToHome,HighestOffer,43,66,60,75,47,29,32,31,28,53,37,37,52,33,40,54,45,80,43,75,44,27,78,39,29,47,66,35,45,0,76,35,24,59,66,46,27,63,25,26,65,86,33,79,33,36,29,35,44,24,10,25,13,39,45,86,48,72,59,61,99,TRUE,0,0,0,0,0,0,0,0,0,0,402,322,0,0,24,0
290,Aries,Ballard,Auburn,LG,22,75,302,62,Normal,Draft,CloseToHome,ChampionshipContender,BigMarket,37,60,58,76,41,31,38,36,45,56,37,46,55,36,36,40,47,84,37,75,27,48,84,24,31,41,60,29,34,0,75,36,26,59,67,42,29,62,29,45,63,88,38,86,27,22,17,13,31,47,26,16,37,32,40,86,32,73,62,59,2023,TRUE,0,0,0,0,0,0,0,0,0,0,403,306,0,0,24,0
284,Bruce,Baker,Syracuse,RG,22,76,343,56,Normal,Draft,BigMarket,TeamHasFranchiseQB,CloseToHome,33,57,53,53,42,35,28,37,25,57,27,34,54,25,28,49,48,72,33,76,43,38,98,33,35,42,57,35,41,0,72,27,37,62,59,46,25,64,43,46,60,82,29,86,36,22,28,25,25,27,21,15,11,33,25,81,30,59,70,67,1993,TRUE,0,0,0,0,0,0,0,0,0,0,404,444,0,0,25,0
117,Bret,Ford,Minnesota,LT,21,77,299,60,Normal,Draft,TeamHasFranchiseQB,WarmWeatherState,CloseToHome,30,57,69,74,34,25,45,43,32,59,46,45,51,42,34,49,41,74,30,77,43,42,84,34,25,34,57,47,29,0,77,36,30,64,67,39,32,60,24,35,68,83,28,87,40,23,17,29,45,44,27,13,32,45,35,81,28,69,63,66,869,TRUE,0,0,0,0,0,0,0,0,0,0,405,346,0,0,10,0
66,Josh,Berry,Marshall,QB,23,76,227,58,Normal,Draft,WarmWeatherState,MentoratPosition,TeamPrestige,32,58,70,84,38,38,52,40,50,46,38,38,55,66,35,51,69,45,32,76,31,52,79,36,38,38,58,42,26,0,32,43,48,36,39,49,45,73,32,40,31,73,52,98,49,24,72,75,36,63,94,68,71,27,60,85,72,48,43,25,508,TRUE,0,0,0,0,0,0,0,0,0,0,406,393,0,0,71,0
122,Andrew,Sutherland,Iowa,FB,23,73,254,74,Normal,Draft,HighestOffer,ChampionshipContender,HeadCoachHistoricRecord,25,76,79,81,27,35,29,38,56,64,55,58,71,49,43,49,77,75,25,73,35,61,93,41,35,27,76,43,31,0,87,48,40,64,60,47,43,79,53,54,69,83,73,78,70,30,27,13,41,42,12,19,27,45,76,84,26,35,43,68,883,TRUE,0,0,0,0,0,0,0,0,0,0,407,33,0,0,44,0
414,Doug,Boyle,Vanderbilt,C,22,76,296,60,Normal,Draft,SchemeFit,BigMarket,CloseToHome,36,66,58,72,34,36,39,38,44,64,46,45,56,32,31,51,47,68,36,76,26,44,88,34,36,34,66,29,25,0,69,40,31,59,65,45,30,60,34,36,65,80,45,92,25,32,14,14,38,42,35,23,15,34,46,79,24,72,73,76,3056,TRUE,0,0,0,0,0,0,0,0,0,0,408,337,0,0,22,0
83,Devin,Fleming,Missouri,LG,22,75,306,59,Normal,Draft,MentoratPosition,TeamHasFranchiseQB,HighestOffer,34,66,63,68,30,42,38,32,36,59,34,33,52,43,24,54,41,80,34,75,30,41,97,35,42,30,66,41,48,0,61,47,35,62,62,39,48,61,31,35,55,78,26,86,41,26,33,20,35,48,36,34,27,37,32,84,41,68,74,70,635,TRUE,0,0,0,0,0,0,0,0,0,0,409,358,0,0,9,0
